question,scratch,answer
A waiter had 12 customers. After some left he still had 14 customers. Then he got 10 new customers How many customers does he have now? The word problem can be solved by adding 14 and 10.  ,<scratch> Adding 14 and 10 at digit level. Current carry is 0; 14 plus 10 plus carry gives 24; new carry is 0; result is 4. The overall result is 24</scratch>,24
A farmer had 90 tomatoes in his garden. If he picked 154 of them yesterday and 50 today. How many tomatoes did he pick in all? The word problem can be solved by adding 154 and 50.  ,<scratch> Adding 154 and 50 at digit level. Current carry is 0; 154 plus 50 plus carry gives 204; new carry is 0; result is 4. The overall result is 204</scratch>,204
5 red peaches, 14 yellow peaches and 6 green peaches are in the basket. How many green and yellow peaches are in the basket? The word problem can be solved by adding 6 and 14.  ,<scratch> Adding 6 and 14 at digit level. Current carry is 0; 6 plus 4 plus carry gives 10; new carry is 0; result is 0.  Adding 0 and 10 at digit level. Current carry is 0; 0 plus 10 plus carry gives 10; new carry is NaN; result is 10. The overall result is 10</scratch>,20
A waiter had 12 customers. While 15 customers left he got 14 new customers. How many customers does he still have? The word problem can be solved by adding -3 and 14.  ,<scratch> Adding -3 and 14 at digit level. Current carry is 0; -3 plus 14 plus carry gives 11; new carry is 1; result is 1. The overall result is 11</scratch>,11
Olivia spent 78 dollars at a supermarket. If she has 33 dollars left with her How much money did she have initially? The word problem can be solved by adding 78 and 33.  ,<scratch> Adding 78 and 33 at digit level. Current carry is 0; 7 plus 3 plus carry gives 10; new carry is 1; result is 0.  Adding 8 and 3 at digit level. Current carry is 1; 8 plus 3 plus carry gives 11; new carry is 1; result is 1. The overall result is 110</scratch>,110
Jack received 3 emails and 64 letters in the morning. He then received 5 emails and 54 letters in the afternoon. How many emails did jack receive in the day? The word problem can be solved by adding 3 and 5.  ,<scratch> Adding 3 and 5 at digit level. Current carry is 0; 3 plus 5 plus carry gives 8; new carry is NaN; result is 8. The overall result is 8</scratch>,8
Paco had 40 cookies. He ate 2 of them. Then he bought 37 more cookies How many cookies did Paco have left? The word problem can be solved by adding 38 and 37.  ,<scratch> Subtracting 2 from 40 at digit level. Current carry is 0; 40 minus 2 plus carry gives 38; new carry is NaN; result is 38.  Adding 38 and 37 at digit level. Current carry is 0; 38 plus 37 plus carry gives 75; new carry is NaN; result is 75. The overall result is 75</scratch>,75
Because of the decision Sofia asked the students to suggest specific types of food. If 218 students suggested adding mashed potatoes as well as bacon while 351 suggested adding only bacon to the menu How many students suggested adding bacon? The word problem can be solved by adding 218 and 351.  ,<scratch> Adding 218 and 351 at digit level. Current carry is 0; 218 plus 351 plus carry gives 569; new carry is NaN; result is 9. The overall result is 569</scratch>,569
Allan brought 5 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many balloons did Allan bring to the park? The word problem can be solved by adding 5 and 3.  ,<scratch> Adding 5 and 3 at digit level. Current carry is 0; 5 plus 3 plus carry gives 8; new carry is NaN; result is 8. The overall result is 8</scratch>,8
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 10 inches farther than the grasshopper and the mouse jumped 20 inches farther than the frog. How much farther did the mouse jump than the grasshopper? The word problem can be solved by adding 10 and 20.  ,<scratch> Adding 10 and 20 at digit level. Current carry is 0; 10 plus 20 plus carry gives 30; new carry is NaN; result is 3. The overall result is 30</scratch>,30
Allan brought 3 balloons and Jake brought 5 balloons to the park. Allan then bought 2 more balloons at the park. How many balloons did Allan and Jake have in the park? The word problem can be solved by adding 3 and 7.  ,<scratch> Adding 3 and 5 at digit level. Current carry is 0; 3 plus 5 plus carry gives 8; new carry is 0; result is 8.  Adding 0 and 2 at digit level. Current carry is 0; 0 plus 2 plus carry gives 2; new carry is NaN; result is 2. The overall result is 10</scratch>,10
Last week Fred had 47 dollars and Jason had 99 dollars. Over the weekend Fred delivered newspapers earning 111 dollars and washed cars earning 34 dollars. How much money does Fred have now? The word problem can be solved by adding 47 and 145.  ,<scratch> Adding 47 and 145 at digit level. Current carry is 0; 47 plus 145 plus carry gives 192; new carry is 0; result is 2. The overall result is 192</scratch>,192
A book has 3 chapters. The first chapter is 66 pages long the second chapter is 35 pages long and the third chapter is 24 pages long. How many pages does the book have altogether? The word problem can be solved by adding 66 and 59.  ,<scratch> Adding 66 and 35 at digit level. Current carry is 0; 66 plus 35 plus carry gives 101; new carry is 1; result is 1.  Adding 1 and 2 at digit level. Current carry is 1; 1 plus 2 plus carry gives 4; new carry is NaN; result is 4. The overall result is 104</scratch>,104
7 red peaches, 15 yellow peaches and 8 green peaches are in the basket. How many peaches are in the basket? The word problem can be solved by adding 7 and 23.  ,<scratch> Adding 7 and 15 at digit level. Current carry is 0; 7 plus 15 plus carry gives 22; new carry is 0; result is 2.  Adding 2 and 8 at digit level. Current carry is 0; 2 plus 8 plus carry gives 10; new carry is 0; result is 10. The overall result is 32</scratch>,32
In a school there are 135 girls and 214 boys. 496 more girls and 910 more boys joined the school. How many boys are there in the school now? The word problem can be solved by adding 214 and 910.  ,<scratch> Adding 214 and 910 at digit level. Current carry is 0; 214 plus 910 plus carry gives 1124; new carry is 0; result is 4. The overall result is 1124</scratch>,1124
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations. How many friends can she invite? The word problem can be solved by adding 84 and 11.  ,<scratch> Multiplying 6 and 14 at digit level. Current carry is 0; 6 times 14 plus carry gives 84; new carry is 0; result is 84.  Adding 84 and 11 at digit level. Current carry is 0; 84 plus 11 plus carry gives 95; new carry is NaN; result is 95. The overall result is 95</scratch>,95
During summer break 644997 kids from Lawrence county stayed home and the other 893835 kids went to camp. An additional 78 kids from outside the county attended the camp. How many kids are in Lawrence county? The word problem can be solved by adding 893835 and 644997.  ,<scratch> Adding 893835 and 644997 at digit level. Current carry is 0; 8 plus 6 plus carry gives 14; new carry is 1; result is 4.  Adding 9 plus 4 plus carry gives 13; new carry is 1; result is 3.  Adding 3 plus 7 plus carry gives 10; new carry is 1; result is 0.  Adding 5 plus 8 plus carry gives 13; new carry is 1; result is 3.  Adding 1 plus 1 plus carry gives 3; new carry is NaN; result is 3. The overall result is 1548835</scratch>,1548835
Jack received 6 emails in the morning, 3 emails in the afternoon and 5 emails in the evening. How many emails did Jack receive in the day? The word problem can be solved by adding 6 and 8.  ,<scratch> Adding 6 and 5 at digit level. Current carry is 0; 6 plus 5 plus carry gives 11; new carry is 1; result is 1.  Adding 1 and 3 at digit level. Current carry is 1; 1 plus 3 plus carry gives 5; new carry is NaN; result is 5. The overall result is 16</scratch>,16
For the walls of the house he would use 13 large planks of wood. If each plank of wood needs 17 pieces of nails to be secured and in addition 8 nails are needed for some smaller planks. How many nails does John need for the house wall? The word problem can be solved by adding 221 and 8.  ,<scratch> Multiplying 13 and 17 at digit level. Current carry is 0; 13 times 7 plus carry gives 91; new carry is 1; result is 9.  Multiplying 13 and 1 at digit level. Current carry is 1; 13 times 1 plus carry gives 13; new carry is NaN; result is 3. The overall result is 93.  Adding 93 and 8 at digit level. Current carry is 0; 93 plus 8 plus carry gives 101; new carry is 1; result is 1.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 221</scratch>,229
A grocery store had 4 bottles of diet soda. If they had 79 more bottles of regular soda than diet soda How many bottles of regular soda did they have? The word problem can be solved by adding 4 and 79.  ,<scratch> Adding 4 and 79 at digit level. Current carry is 0; 4 plus 9 plus carry gives 13; new carry is 1; result is 3.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 82</scratch>,82
Rachel had to complete 8 pages of math homework, 7 pages of reading homework and 3 more pages of biology homework. How many pages of math and biology homework did she have to complete? The word problem can be solved by adding 8 and 3.  ,<scratch> Adding 8 and 3 at digit level. Current carry is 0; 8 plus 3 plus carry gives 11; new carry is 1; result is 1. The overall result is 11</scratch>,11
Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 31 cookies yesterday 270 cookies this morning and 419 cookies the day before yesterday. How many cookies did Helen bake till last night? The word problem can be solved by adding 31 and 419.  ,<scratch> Adding 31 and 419 at digit level. Current carry is 0; 31 plus 9 plus carry gives 40; new carry is 1; result is 0.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 422</scratch>,422
Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 144 chocolate chip cookies and 397 raisin cookies yesterday. And she baked 85 raisin cookies and 403 chocolate chip cookies this morning. How many raisin cookies did Helen bake? The word problem can be solved by adding 397 and 85.  ,<scratch> Adding 397 and 85 at digit level. Current carry is 0; 397 plus 85 plus carry gives 482; new carry is 0; result is 2. The overall result is 482</scratch>,482
Rachel picked 2 ripe apples from her tree. Now the tree has 7 apples still on it. If 6 of those are ripe and the rest are unripe How many ripe apples did the tree have to begin with? The word problem can be solved by adding 2 and 6.  ,<scratch> Adding 2 and 6 at digit level. Current carry is 0; 2 plus 6 plus carry gives 8; new carry is NaN; result is 8. The overall result is 8</scratch>,8
Randy has some blocks. He uses 52 blocks to build a tower. If there are 38 blocks left How many blocks did he have at the start? The word problem can be solved by adding 52 and 38.  ,<scratch> Adding 5 and 8 at digit level. Current carry is 0; 5 plus 8 plus carry gives 13; new carry is 1; result is 3.  Adding 2 and 3 at digit level. Current carry is 1; 2 plus 3 plus carry gives 6; new carry is NaN; result is 6. The overall result is 90</scratch>,90
They decided to hold the party in their backyard. They have 12 sets of tables and each set has 14 chairs. There are also 6 chairs extra. How many chairs do they have for the guests? The word problem can be solved by adding 168 and 6.  ,<scratch> Multiplying 12 and 14 at digit level. Current carry is 0; 12 multiplied by 14 plus carry gives 168; new carry is 0; result is 168.  Adding 168 and 6 at digit level. Current carry is 0; 168 plus 6 plus carry gives 174; new carry is NaN; result is 4. The overall result is 174</scratch>,174
Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter. How many bird families were left near the mountain? The word problem can be solved by adding 1 and 26.  ,<scratch> Adding 3 and 2 at digit level. Current carry is 0; 3 plus 2 plus carry gives 5; new carry is 0; result is 5.  Adding 0 and 5 at digit level. Current carry is 0; 0 plus 5 plus carry gives 5; new carry is NaN; result is 5. The overall result is 31</scratch>,31
Rachel had to complete 10 pages of math homework. If she had to complete 3 more pages of reading homework than math homework How many pages did she have to complete in all? The word problem can be solved by adding 10 and 13.  ,<scratch> Adding 10 and 3 at digit level. Current carry is 0; 10 plus 3 plus carry gives 13; new carry is NaN; result is 3. The overall result is 13</scratch>,13
In a school there are 700 girls and the rest are boys. If there are 142 more boys than girls How many pupils are there in that school? The word problem can be solved by adding 700 and 842.  ,<scratch> Adding 700 and 142 at digit level. Current carry is 0; 700 plus 142 plus carry gives 842; new carry is NaN; result is 842. The overall result is 842</scratch>,942
Lucy went to the grocery store. She bought 2 packs of cookie and 12 packs of cake. In the end she had 56 amount of change remaining. How many packs of groceries did she buy in all? The word problem can be solved by adding 2 and 12.  ,<scratch> Adding 2 and 12 at digit level. Current carry is 0; 2 plus 12 plus carry gives 14; new carry is 0; result is 4. The overall result is 14</scratch>,14
Marco and his dad went strawberry picking. His strawberries weighed 8 pounds while his dad's strawberries weighed 32 pounds. Together how much did their strawberries weigh? The word problem can be solved by adding 8 and 32.  ,<scratch> Adding 8 and 32 at digit level. Current carry is 0; 8 plus 2 plus carry gives 10; new carry is 1; result is 0.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 40</scratch>,40
Kelly gives away 91 nintendo games. How many did she have initially if she still has 92 games left? The word problem can be solved by adding 91 and 92.  ,<scratch> Adding 91 and 2 at digit level. Current carry is 0; 91 plus 2 plus carry gives 93; new carry is 0; result is 3.  Adding 0 and 3 at digit level. Current carry is 0; 0 plus 3 plus carry gives 3; new carry is NaN; result is 3. The overall result is 125</scratch>,125
Robin has 43 packages of gum. There are 23 pieces in each package. Robin has 8 extra pieces of gum. How many pieces of gum does Robin have? The word problem can be solved by adding 989 and 8.  ,<scratch> Multiplying 43 and 23 at digit level. Current carry is 0; 43 times 23 plus carry gives 989; new carry is NaN; result is 989.  Adding 989 and 8 at digit level. Current carry is 0; 989 plus 8 plus carry gives 997; new carry is NaN; result is 997. The overall result is 997</scratch>,997
For the walls of the house he would use 12 large planks of wood and 17 small planks. If each large plank of wood needs 14 pieces of nails to be secured and each small plank needs 25 nails. How many planks does John need for the house wall? The word problem can be solved by adding 12 and 17.  ,<scratch> Adding 12 and 17 at digit level. Current carry is 0; 12 plus 17 plus carry gives 29; new carry is NaN; result is 2. The overall result is 29</scratch>,29
Baker made some cakes. He sold 145 of them. If he still has 72 cakes left How many cakes did baker make? The word problem can be solved by adding 145 and 72.  ,<scratch> Adding 145 and 72 at digit level. Current carry is 0; 145 plus 72 plus carry gives 217; new carry is NaN; result is 2. The overall result is 217</scratch>,217
Jessie currently weighs 9 kilograms. After she started to go jogging everyday she lost 62 kilograms in the first week and 140 kilograms in the second week. How much did she weigh before starting to jog? The word problem can be solved by adding 9 and 202.  ,<scratch> Adding 9 and 202 at digit level. Current carry is 0; 9 plus 2 plus carry gives 11; new carry is 1; result is 1.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 211</scratch>,211
13 campers went rowing and 59 campers went hiking in the morning. 21 campers went rowing in the afternoon. How many campers went rowing in all? The word problem can be solved by adding 13 and 21.  ,<scratch> Adding 13 and 21 at digit level. Current carry is 0; 13 plus 21 plus carry gives 34; new carry is 0; result is 4. The overall result is 44</scratch>,34
Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles. How many marbles does he have now? The word problem can be solved by adding 17 and 13.  ,<scratch> Adding 17 and 3 at digit level. Current carry is 0; 17 plus 3 plus carry gives 20; new carry is 0; result is 0.  Adding 0 and 0 at digit level. Current carry is 0; 0 plus 0 plus carry gives 0; new carry is NaN; result is 0. The overall result is 20</scratch>,30
For the walls of the house he would use 12 large planks of wood and 10 small planks. If large planks together need 15 pieces of nails to be secured and small planks together need 5 nails. How many nails does John need for the house wall? The word problem can be solved by adding 15 and 5.  ,<scratch> Adding 15 and 5 at digit level. Current carry is 0; 15 plus 5 plus carry gives 20; new carry is NaN; result is 0. The overall result is 20</scratch>,20
After eating a hearty meal they went to see the Buckingham palace. There were 71 paintings in the Buckingham palace. There, Rachel learned that 557 visitors came to the Buckingham palace that day. If there were 188 visitors the previous day How many visited the Buckingham palace within 57 days? The word problem can be solved by adding 557 and 188.  ,<scratch> Adding 557 and 188 at digit level. Current carry is 0; 5 plus 8 plus carry gives 13; new carry is 1; result is 3.  Adding 5 and 1 plus carry gives 6; new carry is 1; result is 6.  Adding 0 and 1 at digit level. Current carry is 1; 0 plus 1 plus carry gives 2; new carry is NaN; result is 2. The overall result is 745</scratch>,745
Julia played tag with 17 kids on monday, 15 kids on tuesday and 2 kids on wednesday. How many kids did she play with altogether? The word problem can be solved by adding 17 and 17.  ,<scratch> Adding 17 and 15 at digit level. Current carry is 0; 17 plus 15 plus carry gives 32; new carry is 0; result is 2.  Adding 2 and 0 at digit level. Current carry is 0; 2 plus 0 plus carry gives 2; new carry is NaN; result is 2. The overall result is 34</scratch>,34
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 25 inches. The frog jumped 18 inches farther than the grasshopper and the mouse jumped 2 inches farther than the frog. How far did the mouse jump? The word problem can be solved by adding 25 and 20.  ,<scratch> Adding 18 and 2 at digit level. Current carry is 0; 18 plus 2 plus carry gives 20; new carry is NaN; result is 0.  Adding 0 and 25 at digit level. Current carry is 0; 0 plus 25 plus carry gives 25; new carry is NaN; result is 25. The overall result is 45</scratch>,45
Jake has 13 more apples and 17 fewer peaches than Steven. Steven has 8 peaches and 12 apples. How many apples does Jake have? The word problem can be solved by adding 13 and 12.  ,<scratch> Adding 13 and 12 at digit level. Current carry is 0; 13 plus 12 plus carry gives 25; new carry is 0; result is 5. The overall result is 25</scratch>,25
Last week Fred had 86 dollars and Jason had 5 dollars. Fred washed cars over the weekend and now has 9 dollars and Jason did not work. How much money do they have together now? The word problem can be solved by adding 5 and 9.  ,<scratch> Adding 5 and 9 at digit level. Current carry is 0; 5 plus 9 plus carry gives 14; new carry is 0; result is 4. The overall result is 14</scratch>,14
Tiffany was collecting cans for recycling. On monday she had 10 bags of cans. She found 3 bags of cans on the next day and 7 bags of cans the day after that. How many bags did she have altogether? The word problem can be solved by adding 10 and 10.  ,<scratch> Adding 10 and 3 at digit level. Current carry is 0; 10 plus 3 plus carry gives 13; new carry is 0; result is 3.  Adding 3 and 7 at digit level. Current carry is 0; 3 plus 7 plus carry gives 10; new carry is 0; result is 10. The overall result is 13</scratch>,13
The grasshopper and the frog had a jumping contest. The grasshopper jumped 31 inches and the frog jumped 35 inches. How much did they jump altogether? The word problem can be solved by adding 31 and 35.  ,<scratch> Adding 31 and 5 at digit level. Current carry is 0; 31 plus 5 plus carry gives 36; new carry is 0; result is 6.  Adding 0 and 0 at digit level. Current carry is 0; 0 plus 0 plus carry gives 0; new carry is NaN; result is 0. The overall result is 36</scratch>,66
3 birds and 4 storks were sitting on the fence. 6 more storks came to join them. How many birds and storks are sitting on the fence? The word problem can be solved by adding 3 and 10.  ,<scratch> Adding 3 and 4 at digit level. Current carry is 0; 3 plus 4 plus carry gives 7; new carry is 0; result is 7.  Adding 0 and 6 at digit level. Current carry is 0; 0 plus 6 plus carry gives 6; new carry is NaN; result is 6. The overall result is 13</scratch>,13
Edward spent $ 6 to buy books and $ 16 to buy pens. Now he has $ 19. How much did Edward have before he spent his money? The word problem can be solved by adding 6 and 35.  ,<scratch> Adding 6 and 16 at digit level. Current carry is 0; 6 plus 16 plus carry gives 22; new carry is 0; result is 2.  Adding 0 and 2 at digit level. Current carry is 0; 0 plus 2 plus carry gives 2; new carry is NaN; result is 2. The overall result is 37</scratch>,37
Rachel had to complete 5 pages of math homework, 10 pages of reading homework and 6 more pages of biology homework. How many pages of reading and biology homework did she have to complete? The word problem can be solved by adding 10 and 6.  ,<scratch> Adding 10 and 6 at digit level. Current carry is 0; 10 plus 6 plus carry gives 16; new carry is NaN; result is 6. The overall result is 16</scratch>,16
Haley grew some trees in her backyard. After a typhoon 5 died. If 12 trees were left How many trees did she grow? The word problem can be solved by adding 5 and 12.  ,<scratch> Adding 5 and 2 at digit level. Current carry is 0; 5 plus 2 plus carry gives 7; new carry is 0; result is 7.  Adding 0 and 7 at digit level. Current carry is 0; 0 plus 7 plus carry gives 7; new carry is NaN; result is 7. The overall result is 19</scratch>,19
Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 527 chocolate chip cookies and 86 raisin cookies yesterday. And she baked 86 raisin cookies and 554 chocolate chip cookies this morning. How many chocolate chip cookies did Helen bake? The word problem can be solved by adding 527 and 554.  ,<scratch> Adding 527 and 554 at digit level. Current carry is 0; 527 plus 554 plus carry gives 1081; new carry is 0; result is 1. The overall result is 1081</scratch>,1111
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 22 pounds. On the way back Marco ' dad found 30 more pounds of strawberries. Marco's strawberries now weighed 36 pounds. How much did his dad's strawberries weigh now? The word problem can be solved by adding -14 and 30.  ,<scratch> Adding -14 and 30 at digit level. Current carry is 0; -14 plus 30 plus carry gives 16; new carry is 0; result is 6. The overall result is 6</scratch>,6
3 red peaches, and some more green peaches are in the basket. If there are 10 more green peaches than red peaches in the basket How many green peaches are in the basket? The word problem can be solved by adding 3 and 10.  ,<scratch> Adding 3 and 10 at digit level. Current carry is 0; 3 plus 10 plus carry gives 13; new carry is NaN; result is 13. The overall result is 13</scratch>,13
At the arcade Dave had won some tickets. He used 12 tickets to buy some toys. If he still has 14 tickets left How many tickets did Dave win at the arcade? The word problem can be solved by adding 12 and 14.  ,<scratch> Adding 12 and 4 at digit level. Current carry is 0; 12 plus 4 plus carry gives 16; new carry is 0; result is 6. The overall result is 16</scratch>,26
Jake has 9 fewer peaches than Steven and 18 more peaches than Jill. Steven has 16 peaches. How many more peaches does Steven have than Jill? The word problem can be solved by adding 9 and 18.  ,<scratch> Adding 9 and 18 at digit level. Current carry is 0; 9 plus 18 plus carry gives 27; new carry is NaN; result is 2. The overall result is 27</scratch>,27
Zachary did 44 push-ups in gym class today. David did 58 more push-ups than zachary. How many push-ups did Zachary and David do altogether? The word problem can be solved by adding 44 and 102.  ,<scratch> Adding 44 and 58 at digit level. Current carry is 0; 44 plus 58 plus carry gives 102; new carry is NaN; result is 2. The overall result is 102</scratch>,146
Edward spent $ 4 to buy books and $ 3 to buy pens. Now he has $ 12. How much did Edward spend on books and pens? The word problem can be solved by adding 4 and 3.  ,<scratch> Adding 4 and 3 at digit level. Current carry is 0; 4 plus 3 plus carry gives 7; new carry is NaN; result is 7. The overall result is 7</scratch>,7
Edward spent $ 17. Then he received $ 10 from his friend. Now he has $ 7. How much did Edward have before he spent his money? The word problem can be solved by adding 7 and 7.  ,<scratch> Adding 7 and 10 at digit level. Current carry is 0; 7 plus 10 plus carry gives 17; new carry is 0; result is 7.  Adding 7 and 7 at digit level. Current carry is 0; 7 plus 7 plus carry gives 14; new carry is 0; result is 14. The overall result is 21</scratch>,21
6 red peaches, 90 yellow peaches and 16 green peaches are in the basket. How many red and green peaches are in the basket? The word problem can be solved by adding 6 and 16.  ,<scratch> Adding 6 and 16 at digit level. Current carry is 0; 6 plus 16 plus carry gives 22; new carry is NaN; result is 2. The overall result is 22</scratch>,22
Robin's hair was 19 inches long. If he grew 18 more inches How long is his hair now? The word problem can be solved by adding 19 and 18.  ,<scratch> Adding 19 and 8 at digit level. Current carry is 0; 19 plus 8 plus carry gives 27; new carry is 0; result is 7.  Adding 0 and 0 at digit level. Current carry is 0; 0 plus 0 plus carry gives 0; new carry is NaN; result is 0. The overall result is 27</scratch>,37
In a school there are 706 girls and 222 boys. 418 more girls joined the school. How many pupils are there in the school now? The word problem can be solved by adding 706 and 640.  ,<scratch> Adding 706 and 222 at digit level. Current carry is 0; 706 plus 222 plus carry gives 928; new carry is 0; result is 8.  Adding 8 and 4 at digit level. Current carry is 0; 8 plus 4 plus carry gives 12; new carry is 0; result is 2. The overall result is 922</scratch>,922
Nell collects baseball cards. She gave 301 of her cards to Jeff and now has 154 cards left.. How many cards did Nell have initially? The word problem can be solved by adding 154 and 301.  ,<scratch> Adding 154 and 301 at digit level. Current carry is 0; 154 plus 301 plus carry gives 455; new carry is 0; result is 5. The overall result is 455</scratch>,455
Julia played tag with 15 kids on monday, 18 kids on tuesday and 97 kids on wednesday. How many kids did she play with on monday and tuesday? The word problem can be solved by adding 15 and 18.  ,<scratch> Adding 15 and 18 at digit level. Current carry is 0; 15 plus 18 plus carry gives 33; new carry is 0; result is 3. The overall result is 33</scratch>,33
36 campers went rowing in the morning 13 campers went rowing in the afternoon and 49 campers went rowing in the evening. How many campers went rowing in all? The word problem can be solved by adding 36 and 62.  ,<scratch> Adding 36 and 49 at digit level. Current carry is 0; 36 plus 49 plus carry gives 85; new carry is 0; result is 5.  Adding 5 and 13 at digit level. Current carry is 0; 5 plus 13 plus carry gives 18; new carry is 0; result is 8. The overall result is 85</scratch>,85
Allan brought 7 balloons and 5 balls while Jake brought 6 balloons and 4 balls to the park. How many balls did Allan and Jake have in the park? The word problem can be solved by adding 5 and 4.  ,<scratch> Adding 5 and 4 at digit level. Current carry is 0; 5 plus 4 plus carry gives 9; new carry is NaN; result is 9. The overall result is 9</scratch>,9
There were 10 roses in the vase. Jessica cut 8 more roses from her flower garden and put them in the vase. How many roses are there in the vase now? The word problem can be solved by adding 10 and 8.  ,<scratch> Adding 10 and 8 at digit level. Current carry is 0; 10 plus 8 plus carry gives 18; new carry is NaN; result is 8. The overall result is 18</scratch>,18
Bobby ate 33 pieces of candy. Then he ate 4 more. He also ate 14 pieces of chocolate. How many pieces of candy and chocolate did Bobby eat altogether? The word problem can be solved by adding 33 and 18.  ,<scratch> Adding 33 and 4 at digit level. Current carry is 0; 33 plus 4 plus carry gives 37; new carry is 0; result is 7.  Adding 7 and 14 at digit level. Current carry is 0; 7 plus 14 plus carry gives 21; new carry is 0; result is 1. The overall result is 21</scratch>,21
Rachel had to complete 8 pages of math homework. If she had to complete 6 more pages of reading homework than math homework How many pages of reading homework did she have to complete? The word problem can be solved by adding 8 and 6.  ,<scratch> Adding 8 and 6 at digit level. Current carry is 0; 8 plus 6 plus carry gives 14; new carry is NaN; result is 4. The overall result is 14</scratch>,14
