Unnamed: 0,question,answer,equation,scratch,baseline results
80,"Jennifer purchased 40 cans of milk at the store before meeting her classmate Mark, who was also buying milk. Jennifer bought 6 additional cans for every 5 cans Mark bought. If Mark purchased 50 cans, how many cans of milk did Jennifer bring home from the store?",100,40+60,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 4 and 6 at digit level. Current carry is 0: 4 plus 6 plus carry gives 10: new carry is 1: result is 0. 0 plus 0 plus carry gives 1: The overall result is 100</scratch>,"Jennifer purchased 40 cans of milk at the store before meeting her classmate Mark, who was also buying milk. Jennifer bought 6 additional cans for every 5 cans Mark bought. If Mark purchased 50 cans, how many cans of milk did Jennifer bring home from the store?The answer to the problem is twice as many as the number of cans that Johanna bought. Even though this example is vague in being told a low, a low, temperature as one may practise.
But how should one look at the three situations mentioned below as well as the four cans column?
Fact #1: Jakob counts cans of milk up to ½ "" a little to much""
Now – let's back it up with a few simple examples.
Fact #2: Baking"
82,"Irene earns $500 if she works for 40 hours a week and gets an extra $20 for every hour of overtime. If she worked 50 hours last week, calculate her total income.",700,500+200,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 5 and 2 at digit level. Current carry is 0: 5 plus 2 plus carry gives 7: new carry is NaN: result is 7. The overall result is 700</scratch>,"Irene earns $500 if she works for 40 hours a week and gets an extra $20 for every hour of overtime. If she worked 50 hours last week, calculate her total income.The answer to the problem is the itemized deduction.The problem is that if she worked for more than 40 hours, the gain against her benefits would have been gained. This means that for her 40 hours worked, her total income is computed over her 40 hours worked.Fact 2 over 15 weeks i cite work random
For zero idle time, according to Uber tax rules, deductions were six months. On day 1, 4 hours were excluded from either"
85,"Four classmates were comparing their ages based on their birth month. They found out that Jolyn is 2 months older than Therese while Therese is 5 months older than Aivo. Then, Leon is 2 months older than Aivo. How much older in months is Jolyn than Leon?",5,2+5,<scratch> Adding 2 and 5 at digit level. Current carry is 0: 2 plus 5 plus carry gives 7: new carry is NaN: result is 7. The overall result is 7</scratch>,"Four classmates were comparing their ages based on their birth month. They found out that Jolyn is 2 months older than Therese while Therese is 5 months older than Aivo. Then, Leon is 2 months older than Aivo. How much older in months is Jolyn than Leon?The answer to the problem is below!
2 +2 = 49 .Each of Jolyn, Leon and Aivo are exactly the same height. In championship of web niche you have to publish websites to different directories. So you should choose well *.8info to host your test site.
FTP Hosting|Trusted Reseller FTP Server|Trusted Reseller FTP Server We which offer very flexible and secure account option.FTP Hosting means on sale the direct access our dedicated server"
88,Brandon sold 86 geckos last year. He sold twice that many the year before. How many geckos has Brandon sold in the last two years?,258,86+172,<scratch> Adding 6 and 2 at digit level. Current carry is 0: 6 plus 2 plus carry gives 8: new carry is NaN: result is 8.  Adding 8 and 7 at digit level. Current carry is 0: 8 plus 7 plus carry gives 15: new carry is 1: result is 5.  Adding 0 and 1 at digit level. Current carry is 1: 0 plus 1 plus carry gives 2: new carry is NaN: result is 2. The overall result is 258</scratch>,"Brandon sold 86 geckos last year. He sold twice that many the year before. How many geckos has Brandon sold in the last two years?The answer to the problem is that Brandon is not telling us his age of geckos. He is giving us information non of which we can verify.
My larvae are ash.
How long are canids laid?
The length of the larva depends on the overall size of your gram. This one is a small egg.
How many larvae are there in a batch?
None. Each individual egg will have 10-12 flws.
How many larvae"
89,"Krystian works in the library. He borrows an average of 40 books every day. Every Friday, his number of borrowed books is about 40% higher than the daily average. How many books does he borrow in a week if the library is open from Monday to Friday?",216,200+16,<scratch> Adding 0 and 6 at digit level. Current carry is 0: 0 plus 6 plus carry gives 6: new carry is NaN: result is 6.  Adding 0 and 1 at digit level. Current carry is 0: 0 plus 1 plus carry gives 1: new carry is NaN: result is 1.  Adding 2 and 0 at digit level. Current carry is 0: 2 plus 0 plus carry gives 2: new carry is NaN: result is 2. The overall result is 216</scratch>,"Krystian works in the library. He borrows an average of 40 books every day. Every Friday, his number of borrowed books is about 40% higher than the daily average. How many books does he borrow in a week if the library is open from Monday to Friday?The answer to the problem is 36, and those numbers vary from precipitous to irrational if the rate of speed is defined by Church and Karaickes as the bolt rate andconstructed as the backbone and limit of bow and stick. Over weekends, it is probably closer to 60. He reads and then carefully moves between the stacks of books. He checks his phone to see how many students are playing the PA system in the library. At home he reads the books to"
92,"Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how much money will they both have saved for their trip after a year?",1825,730+1095,<scratch> Adding 0 and 5 at digit level. Current carry is 0: 0 plus 5 plus carry gives 5: new carry is NaN: result is 5.  Adding 3 and 9 at digit level. Current carry is 0: 3 plus 9 plus carry gives 12: new carry is 1: result is 2.  Adding 7 and 0 at digit level. Current carry is 1: 7 plus 0 plus carry gives 8: new carry is NaN: result is 8.  Adding 0 and 1 at digit level. Current carry is 0: 0 plus 1 plus carry gives 1: new carry is NaN: result is 1. The overall result is 1825</scratch>,"Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how much money will they both have saved for their trip after a year?The answer to the problem is $140 million, Bob's answer is $105 million and Sally their answer is $75 million. First, I think that Bob is much overestimating Sally and not overly worried about Sally. But how does Janet Yellen manage to balance these numbers?
Mayo Clinic 2012-present
A couple of cubs whose names are Navanose and Pomacoptes are missing in unlikely places."
93,John orders food for a massive restaurant.  He orders 1000 pounds of beef for $8 per pound.  He also orders twice that much chicken at $3 per pound.  How much did everything cost?,14000,8000+6000,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 8 and 6 at digit level. Current carry is 0: 8 plus 6 plus carry gives 14: new carry is 1: result is 4. 0 plus 0 plus carry gives 1: The overall result is 14000</scratch>,"John orders food for a massive restaurant.  He orders 1000 pounds of beef for $8 per pound.  He also orders twice that much chicken at $3 per pound.  How much did everything cost?The answer to the problem is that the order can be placed at multiple banks for service.  Each of those entities executes orders that each require $2.00 on placement or bookkeeping item that is also controlled by $1.00 upon billing activity.  It all proceeds smoothly, using a beetem to keep change in Greenmann's code.  There is a special client created for $10, which has its own Rings to track inventory.   Each member of"
95,"Alice has 20 quarters. She wants to exchange them for nickels and so she goes to the bank. After getting back from the bank, she discovers that 20% of the nickels are iron nickels worth $3 each. What is the total value of her money now?",64,60+4,<scratch> Adding 0 and 4 at digit level. Current carry is 0: 0 plus 4 plus carry gives 4: new carry is NaN: result is 4.  Adding 6 and 0 at digit level. Current carry is 0: 6 plus 0 plus carry gives 6: new carry is NaN: result is 6. The overall result is 64</scratch>,"Alice has 20 quarters. She wants to exchange them for nickels and so she goes to the bank. After getting back from the bank, she discovers that 20% of the nickels are iron nickels worth $3 each. What is the total value of her money now?The answer to the problem is $250 million in addition to the 20 quarters she still has. Everyone in the building thinks that she was pregnant!What's the secret to developing a lifelong love of money?–people.Why does work worth more than money?because its a symbolic act–Money is not simply tradable but a symbolic act directed primarily at the importance associated with it.
Although it raises new questions about how money is created and what"
97,"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?",45,4+8+27+6,<scratch> Adding 4 and 1 at digit level. Current carry is 0: 4 plus 1 plus carry gives 5: new carry is NaN: result is 5.  Adding 0 and 4 at digit level. Current carry is 0: 0 plus 4 plus carry gives 4: new carry is NaN: result is 4. The overall result is 45</scratch>,"Hector purchased a container of gumballs.  He gave 4 to Todd, then he gave twice as many as he had given Todd to Alisha, and then he gave 5 less than four times as many to Bobby as he had given to Alisha.  If Hector had 6 gumballs remaining, what is the total number of gumballs that Hector purchased?The answer to the problem is 7,354,000.. He would have realized that if Hector had bought enough gumbos that year to meet all the assignments, the total cost would be 13,932,100.  If he also had 19 gumballs left at the start of the week, he'd buy one more to normalize his score.
It is impossible to complete the first part of this problem without involving the element"
101,Ellie has found an old bicycle in a field and thinks it just needs some oil to work well again.  She needs 10ml of oil to fix each wheel and will need another 5ml of oil to fix the rest of the bike. How much oil does she need in total to fix the bike?,25,20+5,<scratch> Adding 0 and 5 at digit level. Current carry is 0: 0 plus 5 plus carry gives 5: new carry is NaN: result is 5.  Adding 2 and 0 at digit level. Current carry is 0: 2 plus 0 plus carry gives 2: new carry is NaN: result is 2. The overall result is 25</scratch>,Ellie has found an old bicycle in a field and thinks it just needs some oil to work well again.  She needs 10ml of oil to fix each wheel and will need another 5ml of oil to fix the rest of the bike. How much oil does she need in total to fix the bike?The answer to the problem is that we expect it to turn blue after 10 biscuits but probably white after ten biscuits but white after 15 biscuits. In fact it fades away from white within maybe 30 seconds after 20 biscuits. 10 biscuits = 32 turns ( quarts ) so it fades away after 10 bowls. So we expect this to work well in 100 times. But it means that what
104,"Paddington has 40 more goats than Washington. If Washington has 140 goats, how many goats do they have in total?",320,140+180,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 4 and 8 at digit level. Current carry is 0: 4 plus 8 plus carry gives 12: new carry is 1: result is 2.  Adding 1 and 1 at digit level. Current carry is 1: 1 plus 1 plus carry gives 3: new carry is NaN: result is 3. The overall result is 320</scratch>,"Paddington has 40 more goats than Washington. If Washington has 140 goats, how many goats do they have in total?The answer to the problem is unclear, though the entire US Data Collaboration has ruled out having more than that.In theory, the US data indicates that Puerto Rico could have 500 goats of thin ice, meaning there could be a quota limit outside of the boundaries of the US map used to illustrate the funding calculation.What actually happened is that the US CPA is holding onto the hindsight approach and stresses that species are allocated according to a piecemeal approach not considering feedstock"
106,"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?",41,35+6,<scratch> Adding 5 and 6 at digit level. Current carry is 0: 5 plus 6 plus carry gives 11: new carry is 1: result is 1.  Adding 3 and 0 at digit level. Current carry is 1: 3 plus 0 plus carry gives 4: new carry is NaN: result is 4. The overall result is 41</scratch>,"Henry took 9 pills a day for 14 days. Of these 9 pills, 4 pills cost $1.50 each, and the other pills each cost $5.50 more. How much did he spend in total on the pills?The answer to the problem is 69c in total. He didn't have 16 cents in his pocket. He spent about 11.845c in total. Hundreds of patients, depending on their size, will always have a maximum cost per day. But a citation can change the outcomes in many different ways.Consequences of Seattle surgeries with medical malpractice lawsuits . Today doctors' liability has grown so bad that you and"
110,"Lilah's family gallery has 400 photos. On a two-day trip to the Grand Canyon, they took half as many photos they have in the family's gallery on the first day and 120 more photos than they took on the first day on the second day. If they added all these photos to the family gallery, calculate the total number of photos in the gallery.",920,600+320,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 0 and 2 at digit level. Current carry is 0: 0 plus 2 plus carry gives 2: new carry is NaN: result is 2.  Adding 6 and 3 at digit level. Current carry is 0: 6 plus 3 plus carry gives 9: new carry is NaN: result is 9. The overall result is 920</scratch>,"Lilah's family gallery has 400 photos. On a two-day trip to the Grand Canyon, they took half as many photos they have in the family's gallery on the first day and 120 more photos than they took on the first day on the second day. If they added all these photos to the family gallery, calculate the total number of photos in the gallery.The answer to the problem is −2,000.
Seven is an obvious error.
The anagram solver for NC-SIN used the same logic as the program to: Add any even numbers up to seven. If the number that you're summing above is what is in the anagram solver, you will výs bạn C1😁C2😉C3���estr  Find another or keep the same board game that you are"
111,Baez has 25 marbles. She loses 20% of them one day. Then a friend sees her and gives her double the amount that Baez has after she lost them. How many marbles does Baez end up with?,60,40+20,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 4 and 2 at digit level. Current carry is 0: 4 plus 2 plus carry gives 6: new carry is NaN: result is 6. The overall result is 60</scratch>,"Baez has 25 marbles. She loses 20% of them one day. Then a friend sees her and gives her double the amount that Baez has after she lost them. How many marbles does Baez end up with?The answer to the problem is. 20 in one day.In order put her down the space we have showed you, 25% is max for her.This means 9 switch columns in 1 rowand the new Upper Menu will offer one switch column instead.
Along with everyone's amazement at the number of marbles the player can lose by placing them into rows, including the outermost 20 marbles,-which are displayed in the reverse order and you need to push your mouse"
112,"Ed has 2 dogs, 3 cats and twice as many fish as cats and dogs combined. How many pets does Ed have in total?",15,5+10,<scratch> Adding 5 and 0 at digit level. Current carry is 0: 5 plus 0 plus carry gives 5: new carry is NaN: result is 5.  Adding 0 and 1 at digit level. Current carry is 0: 0 plus 1 plus carry gives 1: new carry is NaN: result is 1. The overall result is 15</scratch>,"Ed has 2 dogs, 3 cats and twice as many fish as cats and dogs combined. How many pets does Ed have in total?The answer to the problem is more than one but to the rescue! Assistant Professor of Religious Studies (Senior Loc­­­­­st) Dr. Rob Hall- illusion 5037
Salary package: Senior level academic salary based on H1/5/J0 with 18 weeks of research in one of outstanding international research centers in particularly around areas of comparative religion and religious studies. Applicant must have a corresponding PhD. A detailed biography"
114,"Valerie needs to put stamps on the envelopes she is about to mail. She has thank you cards for each of her grandmother, uncle and aunt for the birthday presents they sent. She also has to pay the water bill and the electric bill separately. She wants to send three more mail-in rebates than she does bills and she has twice as many job applications as rebates to mail. How many stamps does she need if everything needs 1 stamp except the electric bill, which needs 2?",21,20+1,<scratch> Adding 0 and 1 at digit level. Current carry is 0: 0 plus 1 plus carry gives 1: new carry is NaN: result is 1.  Adding 2 and 0 at digit level. Current carry is 0: 2 plus 0 plus carry gives 2: new carry is NaN: result is 2. The overall result is 21</scratch>,"Valerie needs to put stamps on the envelopes she is about to mail. She has thank you cards for each of her grandmother, uncle and aunt for the birthday presents they sent. She also has to pay the water bill and the electric bill separately. She wants to send three more mail-in rebates than she does bills and she has twice as many job applications as rebates to mail. How many stamps does she need if everything needs 1 stamp except the electric bill, which needs 2?The answer to the problem is 364 million donates. Happy Thanksgiving to all of those who have flown out to help others.
A Congratulatory Message to CARFED FEDCOILE! By Tim Hill Gate penetration is a good potential for the detection of clinical signals in the surrounding anatomies such as body blockages, free passage to key target lesions, porous stent-like anatomies, and toxicity.
Awa initi"
116,"Jeanette is practicing her juggling. Each week she can juggle 2 more objects than the week before. If she starts out juggling 3 objects and practices for 5 weeks, how many objects can she juggle?",13,10+3,<scratch> Adding 0 and 3 at digit level. Current carry is 0: 0 plus 3 plus carry gives 3: new carry is NaN: result is 3.  Adding 1 and 0 at digit level. Current carry is 0: 1 plus 0 plus carry gives 1: new carry is NaN: result is 1. The overall result is 13</scratch>,"Jeanette is practicing her juggling. Each week she can juggle 2 more objects than the week before. If she starts out juggling 3 objects and practices for 5 weeks, how many objects can she juggle?The answer to the problem is the number of objects you can juggle in ten seconds. You should start on new tracks so as not to get overwhipped by the number of objects that you spend 20 seconds juggling doing by the 100 kilometre track. You should take inspiration in dealing with challenges from watching others juggle around 100 kilometres.Getting over the nervousness and yourself, practicing in a controlled environment or not, for example at home is an important"
117,Jessa needs to make cupcakes for 3 fourth-grade classes that each have 30 students and a P.E. class with 50 students. How many cupcakes does she need to make?,140,90+50,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 9 and 5 at digit level. Current carry is 0: 9 plus 5 plus carry gives 14: new carry is 1: result is 4. 0 plus 0 plus carry gives 1: The overall result is 140</scratch>,"Jessa needs to make cupcakes for 3 fourth-grade classes that each have 30 students and a P.E. class with 50 students. How many cupcakes does she need to make?The answer to the problem is 133, because from the most massive corner cupcakes the largest ones are usually cut in half for smaller pieces she can pack and stack in a binder she uses to account for items for distribution. Apparently she is charging approximately $47 apiece for ate cupcakes.She would typically help set the classstands, but as the special needs students will have bigger desks she will cover that allow 2 children to get than children who get 3"
119,Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?,6,4+2,<scratch> Adding 4 and 2 at digit level. Current carry is 0: 4 plus 2 plus carry gives 6: new carry is NaN: result is 6. The overall result is 6</scratch>,"Stella and Twinkle are filling up a truck with a capacity of 6000 stone blocks at the rate of 250 blocks per hour per person. They work for four hours and are then joined by 6 other people who also work at the same rate. How many hours did filling the truck take?The answer to the problem is an incredible 6.
Yes someone is pushing his face forward as he counts the weight...not someone, however. You are free to add 6 wheels of the basket head.
The number of blocks from a farmer Reuben zCarlo Gil runs out. How long does it take Reuben to drop 600 stones spinnywards?
Hello If skies full of grains are added to the baskethead to thin the barrell, is it increasing in"
122,"Haley grows at the rate of 3 inches every year. If she is currently 20 inches tall, what will be her height after 10 years?",50,20+30,<scratch> Adding 0 and 0 at digit level. Current carry is 0: 0 plus 0 plus carry gives 0: new carry is NaN: result is 0.  Adding 2 and 3 at digit level. Current carry is 0: 2 plus 3 plus carry gives 5: new carry is NaN: result is 5. The overall result is 50</scratch>,"Haley grows at the rate of 3 inches every year. If she is currently 20 inches tall, what will be her height after 10 years?The answer to the problem is not too much. Instead, if I want the average height of a pyramid, the average height is 8.75. She grew at a rate of 6 inches per year. Smaller fertility would increase her height to 10 inches per year. The cool thing about Jeb in season three is that she is set on a screen growing with large screen remote and can move her head left and right on the screen for real.
Other Notes:Jeb has her"
