question,scratch,answer
There were 9 roses and 6 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 13 orchids and 3 roses in the vase. How many more orchids than roses are there in the vase now? The word problem can be solved by subtracting 3 from 13.  ,<scratch> 13 - 3;   10 - 3 = 7 (write down 7). The result is 7. </scratch>,7
After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day? The word problem can be solved by subtracting 600 from 661.  ,<scratch> 661 - 600;   Borrow 1 from the next digit.   9 becomes 10.   0 - 0 = 0 (write down 0).   6 - 6 = 0 (write down 0).   1 - 0 = 1 (write down 1). The result is 61. </scratch>,61
Mary is baking a cake. The recipe calls for 11 cups of flour and 7 cups of sugar. She already put in some cups of flour. If she still needs 2 more cups of flour than sugar How many cups of flour did she put in? This word problem can be solved by subtracting 5.0 from 11.0. ,<scratch> 11.0 - 5.0;   The result is 6.0. </scratch>,6
Baker made 149 cakes and 91 pastries. If he sold 10 cakes and 90 pastries How many cakes would baker still have? The word problem can be solved by subtracting 10 from 149.  ,<scratch> 149 - 10;   Borrow 1 from the next digit.   9 becomes 10.   0 - 0 = 0 (write down 0).   4 - 1 = 3 (write down 3). The result is 139. </scratch>,139
Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many files did he delete? The word problem can be solved by subtracting 21 from 24.  ,<scratch> 24 - 21;   Borrow 1 from the next digit.   9 becomes 10.   0 - 1 = 9 (write down 9).   The result is 3. </scratch>,3
Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon? The word problem can be solved by subtracting 185 from 310.  ,<scratch> 310 - 185;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   Borrow 1 from the next digit.   9 becomes 10.   0 - 8 = 2 (write down 2).   2 - 1 = 1 (write down 1). The result is 125. </scratch>,125
Rachel had to complete 2 pages of reading homework and 4 pages of math homework. How many more pages of math homework than reading homework did she have? The word problem can be solved by subtracting 2 from 4.  ,<scratch> 4 - 2;   2 - 2 = 0 (write down 0). The result is 2. </scratch>,2
Julia played tag with 8 kids on monday, 11 kids on tuesday and 9 kids on wednesday. How many more kids did she play with on tuesday than on wednesday? The word problem can be solved by subtracting 9 from 11.  ,<scratch> 11 - 9;   1 - 0 = 1 (write down 1). </scratch>,2
36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on? The word problem can be solved by subtracting 12 from 36.  ,<scratch> 36 - 12;   Borrow 1 from the next digit.   9 becomes 10.   0 - 2 = 8 (write down 8).   8 - 1 = 7 (write down 7). The result is 24. </scratch>,24
Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether How many bags did she find on the next day? The word problem can be solved by subtracting 4 from 6.  ,<scratch> 6 - 4;   2 (write down 2). The result is 2. </scratch>,2
In a school there are 632 girls and 410 boys. 465 more girls joined the school. How many more girls than boys does the school have? The word problem can be solved by subtracting 410 from 1097.  ,<scratch> 1097 - 410;   Borrow 1 from the next digit.   9 becomes 10.   0 - 0 = 0 (write down 0).   0 - 1 = 9 (write down 9).   The result is 687. </scratch>,687
Randy has 95 blocks. He uses 20 blocks to build a house and 50 blocks to build a tower. How many more blocks did he use to build the tower than he did to build the house? The word problem can be solved by subtracting 20 from 50.  ,<scratch> 50 - 20;   5 - 0 = 5 (write down 5).   0 - 2 = 2 (write down 2). The result is 30. </scratch>,30
2 birds and 6 storks were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence? The word problem can be solved by subtracting 5 from 6.  ,<scratch> 6 - 5;   6 - 5 = 1 (write down 1). The result is 1. </scratch>,1
Paco had 12 cookies. He ate 16 cookies and gave 21 of them to his friend. How many more cookies did he give to his friend than those he ate? The word problem can be solved by subtracting 16 from 21.  ,<scratch> 21 - 16;   5 - 6 = -1 (write down -1).   The result is -1. </scratch>,-1
After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day? The word problem can be solved by subtracting 295 from 317.  ,<scratch> 317 - 295;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   2 - 2 = 0 (write down 0). The result is 22. </scratch>,22
Josh had 3 marbles in his collection. He found 6 marbles while he lost 5 marbles. How many more marbles did he find than those he lost? The word problem can be solved by subtracting 5 from 6.  ,<scratch> 6 - 5;   1 (write down 1). The result is 1. </scratch>,1
Because of the decision Sofia asked the students to suggest specific types of food. If 408 students suggested adding mashed potatoes while 42 suggested adding bacon to the menu How many more students suggested mashed potatoes than those that suggested bacon? The word problem can be solved by subtracting 42 from 408.  ,<scratch> 408 - 42;   Borrow 1 from the next digit.   9 becomes 10.   0 - 2 = 8 (write down 8).   8 - 0 = 8. The result is 366. </scratch>,366
Paco had 40 cookies. He ate 5 cookies and gave 13 of them to his friend. How many cookies did paco have left? This word problem can be solved by subtracting -8.0 from 40.0. ,<scratch> 40 - 5 - 13;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   Borrow 1 from the next digit.   9 becomes 10.   0 - 8 = 2 (write down 2).   2 - 1 = 1 (write down 1). The result is 22. </scratch>,22
Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend. How many more cookies did he eat than those he gave to his friend? The word problem can be solved by subtracting 13 from 14.  ,<scratch> 14 - 13;   1 - 3 = -2 (write down -2). </scratch>,1
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday? The word problem can be solved by subtracting 18 from 19.  ,<scratch> 19 - 18;   1 - 8 = 1 (write down 1).   The result is 1. </scratch>,1
Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar? The word problem can be solved by subtracting 2 from 3.  ,<scratch> 3 - 2;   1 (write down 1). The result is 1. </scratch>,1
Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then? The word problem can be solved by subtracting 17 from 29.  ,<scratch> 29 - 17;   9 becomes 10.   0 - 7 = 3 (write down 3).   The result is 12. </scratch>,12
There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read? The word problem can be solved by subtracting 5 from 20.  ,<scratch> 20 - 5;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   5 - 0 = 5. The result is 15. </scratch>,15
Josh lost 11 marbles. If he had 19 marbles in his collection earlier How many marbles does he have now? The word problem can be solved by subtracting 11 from 19.  ,<scratch> 19 - 11;   Borrow 1 from the next digit.   9 becomes 10.   0 - 1 = 9 (write down 9).   The result is 8. </scratch>,8
Allan brought 6 balloons and Jake brought 3 balloons to the park. Jake then bought 4 more balloons at the park. How many more balloons did Jake have than Allan in the park? The word problem can be solved by subtracting 6 from 7.  ,<scratch> 7 - 6;   7 - 6 = 1 (write down 1). The result is 1. </scratch>,1
A grocery store had 22 bottles of regular soda and 61 bottles of diet soda. How many more bottles of diet soda than regular soda did they have? The word problem can be solved by subtracting 22 from 61.  ,<scratch> 61 - 22;   Borrow 1 from the next digit.   9 becomes 10.   0 - 2 = 8 (write down 8).   8 - 2 = 6 (write down 6). The result is 39. </scratch>,39
During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home? The word problem can be solved by subtracting 800059 from 828521.  ,<scratch> 828521 - 800059;   Borrow 1 from the next digit.   9 becomes 10.   0 - 9 = 1 (write down 1).   Borrow 1 from the next digit.   9 becomes 10.   0 - 0 = 0 (write down 0).   1 - 5 = 6 (write down 6).   6 - 9 = -3 (write down -3). The result is 28462. </scratch>,28462
Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park? The word problem can be solved by subtracting 4 from 5.  ,<scratch> 5 - 4;   1 (write down 1). The result is 1. </scratch>,3
A chef had 58 apples. After making some pies, he had used 35. How many apples remained? The word problem can be solved by subtracting 35 from 58.  ,<scratch> 58 - 35;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   5 - 3 = 2 (write down 2). The result is 23. </scratch>,23
There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase. How many orchids did she cut? The word problem can be solved by subtracting 3 from 7.  ,<scratch> 7 - 3;   4 (write down 4). </scratch>,4
Jack received 10 emails in the morning, 5 emails in the afternoon and 4 emails in the evening. How many more emails did Jack receive in the afternoon than in the evening? The word problem can be solved by subtracting 4 from 5.  ,<scratch> 5 - 4;   5 - 4 = 1 (write down 1). The result is 1. </scratch>,1
A farmer had 160 tomatoes in his garden. If he picked 56 of them yesterday and 41 today. How many did he have left after yesterday's picking? The word problem can be solved by subtracting 56 from 160.  ,<scratch> 160 - 56;   Borrow 1 from the next digit.   9 becomes 10.   0 - 6 = 4 (write down 4).   4 - 5 = -1 (write down -1). The result is 104. </scratch>,104
15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day How many campers went rowing in the afternoon? The word problem can be solved by subtracting 15 from 32.  ,<scratch> 32 - 15;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   5 - 1 = 4 (write down 4). The result is 17. </scratch>,17
Because of the decision Sofia asked the students to suggest specific types of food. If 479 students suggested adding mashed potatoes while 489 suggested adding bacon to the menu How many more students suggested bacon than those that suggested mashed potatoes? The word problem can be solved by subtracting 479 from 489.  ,<scratch> 489 - 479;   9 becomes 10.   0 - 9 = 1 (write down 1).   1 - 0 = 1 (write down 1). The result is 10. </scratch>,10
Ed had 5 more marbles than Doug. Doug lost 3 of his marbles at the playground. If Ed had 27 marbles How many marbles did Doug have initially? The word problem can be solved by subtracting 5 from 27.  ,<scratch> 27 - 5;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   The result is 22. </scratch>,22
Rachel had to complete 7 pages of math homework. If she had to complete 4 more pages of math homework than reading homework How many pages of reading homework did she have to complete? The word problem can be solved by subtracting 4 from 7.  ,<scratch> 7 - 4;   7 - 4 = 3 (write down 3). </scratch>,3
Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked 19 chocolate chip cookies yesterday and 231 raisin cookies and 237 chocolate chip cookies this morning. How many more chocolate chip cookies than raisin cakes did Helen bake? The word problem can be solved by subtracting 231 from 256.  ,<scratch> 256 - 231;   Borrow 1 from the next digit.   9 becomes 10.   0 - 1 = 9 (write down 9).   9 - 1 = 8 (write down 8). The result is 25. </scratch>,25
Tiffany was collecting cans for recycling. On monday she had some bags of cans. The next day she found 4 more bags worth of cans. If she had a total of 8 bags altogether How many bags did she have on monday? The word problem can be solved by subtracting 4 from 8.  ,<scratch> 8 - 4;   4 - 4 = 0 (write down 0). The result is 4. </scratch>,4
Danny collects bottle caps. He found 30 bottle caps at the park while he threw away 63 old ones. Now he has 42 bottle caps in his collection. How many more bottle caps did danny throw away than those he found at the park? The word problem can be solved by subtracting 30 from 63.  ,<scratch> 63 - 30;   Borrow 1 from the next digit.   9 becomes 10.   0 - 0 = 0 (write down 0).   3 - 3 = 0 (write down 0). The result is 33. </scratch>,33
Mary is baking a cake. The recipe calls for 12 cups of sugar and 14 cups of flour. She already put in 10 cups of sugar. How many more cups of flour than cups of sugar does she need to add now? This word problem can be solved by subtracting 2.0 from 14.0. ,<scratch> 14.0 - 10.0;   The result is 4.0. </scratch>,4
Kelly has 22 nintendo games. How many does she need to buy so that she will have 140 games left? The word problem can be solved by subtracting 22 from 140.  ,<scratch> 140 - 22;   Borrow 1 from the next digit.   9 becomes 10.   0 - 2 = 8 (write down 8).   8 - 0 = 8. The result is 118. </scratch>,118
A farmer had 171 tomatoes in his garden. If he picked 134 of them yesterday and 30 today. How many will he have left after today? This word problem can be solved by subtracting 104.0 from 171.0. ,<scratch> 171 - 104;   Borrow 1 from the next digit.   9 becomes 10.   0 - 4 = 6 (write down 6).   6 - 0 = 6 (write down 6). The result is 67. </scratch>,67
Mary is baking a cake. The recipe calls for 6 cups of sugar and 14 cups of flour. She already put in 7 cups of flour and 60 cups of sugar. How many more cups of flour does she need to add? The word problem can be solved by subtracting 7 from 14.  ,<scratch> 14 - 7;   7 - 7 = 0 (write down 0). The result is 7. </scratch>,7
There were 7 roses and 12 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 11 roses and 20 orchids in the vase. How many more orchids than roses are there in the vase now? The word problem can be solved by subtracting 11 from 20.  ,<scratch> 20 - 11;   Borrow 1 from the next digit.   9 becomes 10.   0 - 1 = 9 (write down 9).   The result is 9. </scratch>,9
After Jessie started to go jogging everyday she lost 35 kilograms. She weighed 69 kilograms before beginning jogging. How much does she weigh now? The word problem can be solved by subtracting 35 from 69.  ,<scratch> 69 - 35;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   5 - 3 = 2 (write down 2). The result is 34. </scratch>,34
22 children were riding on the bus. At the bus stop 40 children got on the bus while some got off the bus. Then there were 2 children altogether on the bus. How many children got off the bus at the bus stop? The word problem can be solved by subtracting 2 from 62.  ,<scratch> 62 - 2;   Borrow 1 from the next digit.   9 becomes 10.   0 - 2 = 8 (write down 8).   8 - 0 = 8. The result is 8. </scratch>,8
There are 10 different books and 11 different movies in the ' crazy silly school ' series. If you read 13 of the books and watched 12 of the movies How many more books than movies have you read? The word problem can be solved by subtracting 12 from 13.  ,<scratch> 13 - 12;   1 - 2 = -1 (write down -1). </scratch>,1
A farmer had 175 tomatoes and 77 potatoes in his garden. If he picked 172 potatoes How many tomatoes and potatoes does he have left? The word problem can be solved by subtracting 172 from 252.  ,<scratch> 252 - 172;   Borrow 1 from the next digit.   9 becomes 10.   0 - 2 = 8 (write down 8).   8 - 7 = 1 (write down 1). The result is 81. </scratch>,81
Last week Fred had 111 dollars and Jason had 40 dollars. Fred washed cars over the weekend and now has 115 dollars. Jason delivered newspapers and now has 44 dollars. How much money did they earn by washing cars? The word problem can be solved by subtracting 111 from 115.  ,<scratch> 115 - 111;   4 (write down 4).   The result is 4. </scratch>,4
Jessica cut some roses from her flower garden to put in her vase. There are now 19 roses in the vase. If there were 3 roses in the vase initially How many roses did she cut? The word problem can be solved by subtracting 3 from 19.  ,<scratch> 19 - 3;   19 - 3 = 16. The result is 16. </scratch>,16
23 children were riding on the bus. At the bus stop 24 children got on the bus while some got off the bus. Then there were 8 children altogether on the bus. How many more children got off the bus than those that got on? The word problem can be solved by subtracting 8 from 23.  ,<scratch> 23 - 8;   Borrow 1 from the next digit.   9 becomes 10.   0 - 8 = 2 (write down 2).   2 - 1 = 1 (write down 1). The result is 15. </scratch>,15
Because of the decision Sofia asked the students to suggest specific types of food. If 257 students suggested adding mashed potatoes 120 suggested adding bacon to the menu and 97 suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon? The word problem can be solved by subtracting 120 from 257.  ,<scratch> 257 - 120;   Borrow 1 from the next digit.   9 becomes 10.   0 - 0 = 0 (write down 0).   5 - 2 = 3 (write down 3).   3 - 0 = 3. The result is 137. </scratch>,137
After resting they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 9 feet How much deeper is the water than Dean's height? The word problem can be solved by subtracting 9 from 90.  ,<scratch> 90 - 9;   Borrow 1 from the next digit.   0 becomes 10.   0 - 9 = 1 (write down 1).   1 - 9 = -8 (write down -8). The result is 81. </scratch>,81
Next on his checklist is wax to stick the feathers together. He needs 159 g of wax more. If the feathers require a total of 628 g of wax How many grams of wax does he already have? The word problem can be solved by subtracting 159 from 628.  ,<scratch> 628 - 159;   Borrow 1 from the next digit.   9 becomes 10.   0 - 9 = 1 (write down 1).   1 - 5 = 6 (write down 6).   6 - 1 = 5 (write down 5). The result is 469. </scratch>,469
There are a total of 16 peaches in a basket. If there are 13 red peaches and some more green peaches in the basket. How many green peaches are in the basket? The word problem can be solved by subtracting 13 from 16.  ,<scratch> 16 - 13;   Borrow 1 from the next digit.   9 becomes 10.   0 - 3 = 7 (write down 7).   7 - 1 = 6 (write down 6). The result is 6. </scratch>,3
Marco and his dad went strawberry picking. Together their strawberries weighed 4 pounds. Marco's strawberries weighed 19 pounds. How much more did his strawberries weigh than his dad's? This word problem can be solved by subtracting -15.0 from 19.0. ,<scratch> 19.0 - 4.0;   The result is 15.0. </scratch>,15.0
Julia played tag with 4 kids on wednesday. She had played with 6 kids on monday and 17 kids on tuesday. How many more kids did she play with on monday than on wednesday? The word problem can be solved by subtracting 4 from 6.  ,<scratch> 6 - 4;   2 (write down 2). </scratch>,2
A grocery store had 36 apples, 80 bottles of regular soda and 54 bottles of diet soda. How many more bottles than apple did they have? The word problem can be solved by subtracting 36 from 134.  ,<scratch> 134 - 36;   Borrow 1 from the next digit.   9 becomes 10.   0 - 6 = 4 (write down 4).   4 - 3 = 1 (write down 1). The result is 98. </scratch>,98
The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 14 inches. The mouse jumped 16 inches lesser than the frog who jumped 37 inches farther than the grasshopper. How much farther did the mouse jump than the grasshopper? The word problem can be solved by subtracting 16 from 37.  ,<scratch> 37 - 16;   Borrow 1 from the next digit.   9 becomes 10.   0 - 6 = 4 (write down 4).   4 - 1 = 3 (write down 3). The result is 21. </scratch>,21
Paige raised 7 goldfish and 12 catfish in the pond but stray cats loved eating them. Now she has 15 left. How many fishes disappeared? The word problem can be solved by subtracting 15 from 19.  ,<scratch> 19 - 15;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   4 - 1 = 3 (write down 3). The result is 4. </scratch>,4
Paco had 40 sweet cookies and 25 salty cookies. He ate 28 salty cookies and 15 sweet cookies. How many more salty cookies than sweet cookies did he eat? The word problem can be solved by subtracting 15 from 28.  ,<scratch> 28 - 15;   8 - 5 = 3 (write down 3).   3 - 0 = 3. The result is 3. </scratch>,3
Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill. How many peaches does Jill have? This word problem can be solved by subtracting 3.0 from 14.0. ,<scratch> 14.0 - 3.0;   The result is 11.0. </scratch>,11
Paul had 115 books. He sold 78 books in a garage sale. How many books does he have left with him? The word problem can be solved by subtracting 78 from 115.  ,<scratch> 115 - 78;   Borrow 1 from the next digit.   9 becomes 10.   0 - 8 = 2 (write down 2).   2 - 7 = 5 (write down 5). The result is 37. </scratch>,37
Danny collects bottle caps. He found 63 bottle caps at the park while he threw away 51 old ones. Now he has 33 bottle caps in his collection. How many bottle caps did danny have at first? The word problem can be solved by subtracting 63 from 84.  ,<scratch> 84 - 63;   Borrow 1 from the next digit.   9 becomes 10.   0 - 3 = 7 (write down 7).   7 - 6 = 1 (write down 1). The result is 21. </scratch>,21
A grocery store had 67 bottles of regular soda and 9 bottles of diet soda. How many more bottles of regular soda than diet soda did they have? The word problem can be solved by subtracting 9 from 67.  ,<scratch> 67 - 9;   Borrow 1 from the next digit.   7 becomes 8.   0 - 9 = 9 (write down 9).   8 - 0 = 8 (write down 8). The result is 58. </scratch>,58
A grocery store had a total of 17 bottles of which 9 were bottles of regular soda and the rest were bottles of diet soda. They also had 29 apple. How many bottles of diet soda did they have? The word problem can be solved by subtracting 9 from 17.  ,<scratch> 17 - 9;   Borrow 1 from the next digit.   9 becomes 10.   0 - 9 = 8 (write down 8).   The result is 8. </scratch>,8
Jake has 3 fewer peaches than Steven who has 8 more peaches than Jill. Steven has 5 peaches. How many more peaches does Jake have than Jill? The word problem can be solved by subtracting 3 from 8.  ,<scratch> 8 - 3;   5 - 3 = 2 (write down 2). The result is 5. </scratch>,2
Josh had 20 marbles in his collection. He gave 2 marbles to Jack. How many marbles does Josh have now? The word problem can be solved by subtracting 2 from 20.  ,<scratch> 20 - 2;   0 - 2 = 8 (write down 8). </scratch>,8
Steven has 12 peaches. Jake has 4 fewer peaches than Steven who has 67 more peaches than Jill. How many peaches does Jake have? The word problem can be solved by subtracting 4 from 12.  ,<scratch> 12 - 4;   8 (write down 8). </scratch>,8
Jake has 5 fewer peaches than Steven. Steven has 18 more peaches than Jill. If Jill has 87 peaches How many more peaches does Jake have than Jill? The word problem can be solved by subtracting 5 from 18.  ,<scratch> 18 - 5;   13. </scratch>,13
A grocery store had 54 bottles of diet soda, 83 bottles of regular soda and 12 apples. How many more bottles of regular soda than diet soda did they have? The word problem can be solved by subtracting 54 from 83.  ,<scratch> 83 - 54;   Borrow 1 from the next digit.   9 becomes 10.   0 - 4 = 6 (write down 6).   6 - 5 = 1 (write down 1). The result is 29. </scratch>,29
Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon? The word problem can be solved by subtracting 269 from 330.  ,<scratch> 330 - 269;   Borrow 1 from the next digit.   9 becomes 10.   0 - 6 = 4 (write down 4).   4 - 4 = 0 (write down 0). The result is 61. </scratch>,61
Dave had 15 apps on his phone. He added 71 new apps. After deleting some he had 14 left. How many more apps did he delete than he added? The word problem can be solved by subtracting 14 from 15.  ,<scratch> 15 - 14;   1 - 4 = -3 (write down -3). </scratch>,-3
Kelly has 106 nintendo games. How many will she have left if she gives away 64 games? The word problem can be solved by subtracting 64 from 106.  ,<scratch> 106 - 64;   Borrow 1 from the next digit.   9 becomes 10.   0 - 4 = 6 (write down 6).   6 - 6 = 0 (write down 0). The result is 42. </scratch>,42
Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars. How much money did Jason make over the weekend? The word problem can be solved by subtracting 22 from 78.  ,<scratch> 78 - 22;   Borrow 1 from the next digit.   8 becomes 9.   0 - 2 = 8 (write down 8).   8 - 2 = 6 (write down 6). The result is 56. </scratch>,56
Jack received 6 emails in the morning and 2 emails in the afternoon. How many more emails did Jack receive in the morning than in the afternoon? The word problem can be solved by subtracting 2 from 6.  ,<scratch> 6 - 2;   6 - 2 = 4 (write down 4). The result is 4. </scratch>,4
Baker made 43 cakes and 114 pastries. If he sold 154 pastries and 78 cakes How many more pastries than cakes did baker sell? The word problem can be solved by subtracting 78 from 154.  ,<scratch> 154 - 78;   Borrow 1 from the next digit.   9 becomes 10.   0 - 8 = 2 (write down 2).   2 - 7 = 5 (write down 5). The result is 76. </scratch>,76
They decided to hold the party in their backyard. They have 4 sets of tables and each set has 3 chairs. If a total of 14 people will attend the party How many more chairs will they have to buy? The word problem can be solved by subtracting 12 from 14.  ,<scratch> 14 - 12;   2 - 0 = 2 (write down 2). </scratch>,2
Last week Fred had 19 dollars and Jason had 16 dollars. They washed cars over the weekend and now Fred has 40 dollars and Jason has 69 dollars. How much money did Fred earn over the weekend? The word problem can be solved by subtracting 19 from 40.  ,<scratch> 40 - 19;   Borrow 1 from the next digit.   9 becomes 10.   0 - 9 = 1 (write down 1).   1 - 1 = 0 (write down 0). The result is 21. </scratch>,21
Paco had 25 cookies. He ate 5 of them. Then he bought 3 more cookies How many more cookies did he eat than those he bought? The word problem can be solved by subtracting 3 from 5.  ,<scratch> 5 - 3;   2 (write down 2). The result is 2. </scratch>,2
Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have? The word problem can be solved by subtracting 11 from 18.  ,<scratch> 18 - 11;   7 (write down 7). </scratch>,7
A grocery store had a total of 30 bottles of which 28 were bottles of regular soda and the rest were bottles of diet soda. How many bottles of diet soda did they have? The word problem can be solved by subtracting 28 from 30.  ,<scratch> 30 - 28;   Borrow 1 from the next digit.   9 becomes 10.   0 - 8 = 2 (write down 2).   2 - 2 = 0 (write down 0). The result is 2. </scratch>,2
Winter is almost here and most animals are migrating to warmer countries. 86 bird families flew away for the winter from near a mountain. If there were 45 bird families living near the mountain initially How many more bird families flew away for the winter than those that stayed behind? This word problem can be solved by subtracting -41.0 from 86.0. ,<scratch> 86 - 45;   Borrow 1 from the next digit.   9 becomes 10.   0 - 5 = 5 (write down 5).   5 - 4 = 1 (write down 1). The result is 41. </scratch>,41
